IATA,ICAO,Airline,Call sign,Country/Region,Comments
,AVS,Avialsa T-35,AVIALSA,Spain,
AV,AVA,Avianca,AVIANCA,Colombia,
A0,MCJ,Avianca Argentina,JETMAC,Argentina,Owned by Synergy Group
O6,ONE,Avianca Brasil,OCEAN AIR,Brazil,Owned by Synergy Group
O6,ONE,Avianca Brasil,OCEANAIR,Brazil,formerly OceanAir
2K,GLG,Avianca Ecuador,GALAPAGOS,Ecuador,Aerolíneas Galápagos SA
,GHL,Aviance UK,HANDLING,United Kingdom,Gatwick Handling
,ERG,Avianergo,AVIANERGO,Russia,defunct
,OSO,Aviapartner Limited Company,,Russia,
,AVX,Aviapaslauga,PASLAUGA,Lithuania,defunct
,VID,Aviaprad,AVIAPRAD,Russia,defunct
,XAV,Aviaprom Enterprises,AVIAPROM,Russia,
,BIV,Aviaservice,AVIASERVICE,Georgia,
,VVA,Aviast Air,IALSI,Russia,defunct
,TUP,Aviastar-Tu,TUPOLEVAIR,Russia,
,GUG,Aviateca,AVIATECA,Guatemala,
,AMJ,Aviation Amos,AVIATION AMOS,Canada,
,AVO,Aviation at Work,AVIATION WORK,South Africa,
,AVB,Aviation Beauport,BEAUPAIR,United Kingdom,
,CKL,Aviation Charter Services,CIRCLE CITY,United States,
,MMM,Aviation Company Meridian,AVIAMERIDIAN,Russia,
,QEA,Aviation Consultancy Office,,Australia,
,FBW,Aviation Data Systems,,United States,
,DEF,Aviation Defense Service,TIRPA,France,
,AVG,Aviation Legacy,AVILEF,Gambia,
,LAG,Aviation Legacy,AVILEG,Gambia,
,FMY,Aviation Legere De L'Armee De Terre,FRENCH ARMY,France,
,RIF,Aviation Ministry of the Interior of the Russian Federation,INTERMIN AVIA,Russian Federation,
,WLV,Aviation North,WOLVERINE,United States,
,WLT,Aviation Partners,WINGLET,United States,
,QLA,Aviation Quebec Labrador,QUEBEC LABRADOR,Canada,
,AVQ,"Aviation Services, Inc.",AQUILINE,United States,
,AGM,Aviation West Charters,ANGEL MED,United States,2015[3]
,AVW,Aviator Airways,AVIATOR,Greece,
,LVR,Aviavilsa,AVIAVILSA,Lithuania,
,AXV,Aviaxess,AXAVIA,France,
,VZR,Aviazur,IAZUR,France,
,ACJ,Avicon,AVICHARTER,Kenya,
,VNT,Avient Air Zambia,AVIENT,Zambia,
Z3,SMJ,Avient Aviation,AVAVIA,Zimbabwe,
U3,AIA,Avies,AVIES,Estonia,
,HQO,Avinor,,Norway,
,ADZ,Avio Delta,,Bulgaria,
,FNM,Avio Nord,,Italy,
,SLU,Avio Sluzba,AVIO SLUZBA,Serbia,
,BGF,Aviodetachment-28,BULGARIAN,Bulgaria,
JJ,AGX,Aviogenex,GENEX,Serbia,defunct
,AXX,Avioimpex A.D.p.o.,IMPEX,Macedonia,defunct
X9,NVD,Avion Express,NORDVIND,Lithuania,Name changed from Nordic Solutions Air
,ADQ,Avion Taxi,AIR DATA,Canada,2695731 Canada Inc.
,NRE,Aviones Are,AVIONES ARE,Mexico,
,AQT,"Aviones de Renta de Quintana Roo, S.A. de C.V.",AVIOQUINTANA,Mexico,
,ADS,Aviones de Sonora,SONORAV,Mexico,
,PSG,Aviones Para Servirle,SERVIAVIONES,Mexico,
,AUN,Aviones Unidos,AVIONES UNIDOS,Mexico,
,ROI,Avior Airlines,AVIOR,Venezuela,
,RGR,Avior Regional,AVIOR REGIONAL,Venezuela,2014[1]
,VSR,Aviostart AS,AVIOSTART,Bulgaria,
G2,VXG,Avirex,AVIREX-GABON,Gabon,
,ITF,Avita-Servicos Aéreos,AIR AVITA,Angola,
,ESO,Avitat,,United Kingdom,
,VJE,AvJet Routing,,United Arab Emirates,
V5,VLI,Avolar Aerolíneas,AEROVOLAR,Mexico,defunct
,VSA,Avstar Aviation,STARBIRD,South Africa,
,ASM,Awesome Flight Services (PTY) Ltd.,AWESOME,South Africa,
,AWO,Awood Air Ltd.,AWOOD AIR,Canada,
,AYS,Awsaj Aviation Services,,Libya,ICAO code no longer allocated
,AXR,"Axel Rent, S.A.",RENTAXEL,Mexico,
1J,n/a,"Axess international network, Inc.",n/a,Japan,Local distribution system (CRS)
6V,AXY,Axis Airways,AXIS,France,defunct
,AYT,Ayeet Aviation & Tourism,AYEET,Israel,
,AYK,Aykavia Aircompany,,Armenia,ICAO code no longer allocated
,AHC,Azal Avia Cargo,AZALAVIACARGO,Azerbaijan,Cargo Airline of the State Concern Azerbaijan Hava
,AZK,Azalhelikopter,AZALHELICOPTER,Azerbaijan,
,AZB,Azamat,TUMARA,Kazakhstan,defunct
J2,AHY,Azerbaijan Airlines,AZAL,Azerbaijan,
,AZT,"Azimut, S.A.",AZIMUT,Spain,
,AZV,Azov Avia Airlines,AZOV AVIA,Ukraine,"defunct, Asov-Avia, Aircompany"
7A,AZY,Aztec Worldwide Airlines,AZTEC WORLD,United States,
AD,AZU,Azul Linhas Aéreas Brasileiras,Azul,Brazil,
,AZZ,Azza Transport,AZZA TRANSPORT,Sudan,
ZS,AZI,Azzurra Air,AZZURRA,Italy,defunct
,BBF,B-Air Charter,SPEEDCHARTER,Germany,2014[11]
JA,BON,B&H Airlines,Air Bosna,Bosnia and Herzegovina,
CJ,CFE,BA CityFlyer,FLYER,United Kingdom,
TH,BRT,BA Connect,BRITISH,United Kingdom,defunct
,BAC,BAC Leasing Limited,,United Kingdom,
B4,BCF,BACH Flugbetriebsges,BACH,Austria,
,BOB,Backbone A/S,BACKBONE,Denmark,
,BDR,Badr Airlines,BADR AIR,Sudan,
,WFD,BAE Systems,AVRO,United Kingdom,Woodford Flight Test
,BAE,BAE Systems,FELIX,United Kingdom,Corporate Air Travel
,WTN,BAE Systems,TARNISH,United Kingdom,Warton Military Flight Ops
UP,BHS,Bahamasair,BAHAMAS,Bahamas,
,BAB,Bahrain Air BSC (Closed),AWAL,Bahrain,
,BFW,Bahrain Defence Force,SUMMAN,Bahrain,
,BXA,Bahrain Executive Air Services,BEXAIR,Bahrain,
,BJA,Baja Air,BAJA AIR,Mexico,
8Q*,BAJ,Baker Aviation,RODEO,United States,
,OGJ,Bakoji Airlines Services,BAKO AIR,Nigeria,
V9,BTC,BAL Bashkirian Airlines,BASHKIRIAN,Russia,
,BEF,Balear Express,BALEAR EXPRESS,Spain,
,BLN,Bali International Air Service,BIAR,Indonesia,
,BAA,Balkan Agro Aviation,BALKAN AGRO,Bulgaria,
LZ,,Balkan Bulgarian Airlines,,Bulgaria,defunct
,BHI,Balkh Airlines,SHARIF,Afghanistan,
,PNT,Balmoral Central Contracts,PORTNET,South Africa,
BQ,BTL,Baltia Air Lines,BALTIA,United States,"Callsign changed from ""BALTIA FLIGHT"" in 2015[12]"
,BLL,Baltic Airlines,BALTIC AIRLINES,Russia,
,BLT,Baltic Aviation,BALTAIR,United States,
,BJC,Baltic Jet Aircompany,BALTIC JET,Latvia,
,BTH,Baltijas Helicopters,BALTIJAS HELICOPTERS,Latvia,
,CPJ,Baltimore Air Transport,CORPJET,United States,
,EAH,Baltimore Airways,EASTERN,United States,
,BTK,Baltyka,BALTYKA,Ukraine,
QH,BAV,Bamboo Airways,BAMBOO,Vietnam,
,BMX,Banco de Mexico,BANXICO,Mexico,
,BNS,Bancstar - Valley National Corporation,BANCSTAR,United States,
PG,BKP,Bangkok Airways,BANGKOK AIR,Thailand,
,HAW,Bangkok Aviation Center,THAI HAWK,Thailand,
B4,BKA,Bankair,BANKAIR,United States,
,BBA,Bannert Air,BANAIR,Austria,
,AJC,Bar Harbor Airlines,BAR HARBOR,United States,
,BXH,Bar XH Air,PALLISER,Canada,
8N,NKF,Barents AirLink,NORDFLIGHT,Sweden,previously Nordkalottflyg
,BKJ,Barken International,BARKEN JET,United States,
,CLN,Barnes Olsen Aeroleasing,SEELINE,United Kingdom,
,BVN,Baron Aviation Services,SHOW-ME,United States,
,BRO,BASE Regional Airlines,COASTRIDER,Netherlands,"ICAO code in use by another company, call sign no longer allocated"
,XBO,Baseops International,,United States,
,BFC,Basler Flight Service,BASLER,United States,
Y6,BTV,Batavia Air,BATAVIA,Indonesia,"As of June 1, 2010, IATA code changed to Y6."
ID,BTK,Batik Air,BATIK,Indonesia,
,,BAX Global,,,
,BAV,Bay Aviation Ltd,BAY AIR,Bangladesh,
,BYE,Bayu Indonesia Air,BAYU,Indonesia,
BO,BBW,BB Airways,BEEBEE AIRWAYS,Nepal,
,BCT,BCT Aviation,BOBCAT,United Kingdom,
,BFG,Bear Flight,BEARFLIGHT,Sweden,
,PVO,Bearing Supplies Limited,PROVOST,United Kingdom,
JV,BLS,Bearskin Lake Air Service,BEARSKIN,Canada,
7B,UBE,Bees Airline,Flower Bee,Ukraine,"Established 2019, started 2021."
,BBS,Beibars CJSC,BEIBARS,Kazakhstan,
JD,CBJ,Beijing Capital Airlines,CAPITAL JET,China,
,CWR,Beijing City International Jet,CITY WORLD,China,
,OUF,Beijing Eofa International Jet,,China,2014[11]
,BJV,Beijing Vistajet Aviation,BEIJING VISTA,China,
,BEH,Bel Air Helicopters,BLUECOPTER,Denmark,
,FOS,Bel Limited,,Russia,
4T,BHP,Belair Airlines,BELAIR,Switzerland,
B2,BRU,Belavia Belarusian Airlines,BELARUS AVIA,Belarus,
,BLG,Belgavia,BELGAVIA,Belgium,
,BAF,Belgian Air Force,BELGIAN AIRFORCE,Belgium,
,AYB,Belgian Army,BELGIAN ARMY,Belgium,
,NYB,Belgian Navy,BELGIAN NAVY,Belgium,
,BED,Belgorod Aviation Enterprise,BELOGORYE,Russia,
,TBL,Bell Aliant Regional Communications,TELCO,Canada,
,TXB,Bell Helicopter Textron,TEXTRON,Canada,
,LBY,Belle Air,ALBAN-BELLE,Albania,
L9,BAL,Belle Air Europe,BELLEAIR EUROPE,Italy,Previously Britannia Airways
,BLC,Bellesavia,BELLESAVIA,Belarus,
B3,BLV,Bellview Airlines,BELLVIEW AIRLINES,Nigeria,
,BVU,"Bellview Airlines, Sierra Leone",,Sierra Leone,
CH,BMJ,Bemidji Airlines,BEMIDJI,United States,
,HAX,Benair,SCOOP,Norway,
,BNV,Benane Aviation Corporation,BENANE,Mauritania,
,PEB,Benders Air,PALEMA,Sweden,
A8,BGL,Benin Golf Air,BENIN GOLF,Benin,
,LTL,Benin Littoral Airways,LITTORAL,Benin,
,BNE,Benina Air,BENINA AIR,Libya,
,BNT,Bentiu Air Transport,BENTIU AIR,Sudan,
,BGT,Bergen Air Transport,BERGEN AIR,Norway,
8E,BRG,Bering Air,BERING AIR,United States,
J8,BVT,Berjaya Air,BERJAYA,Malaysia,
,BPK,Berkhut ZK,VENERA,Kazakhstan,
,BEK,Berkut Air,BERKUT,Kazakhstan,
,BYA,Berry Aviation,BERRY,United States,
,BYR,Berytos Airlines,,Lebanon,
,BAX,Best Aero Handling Ltd,,Russia,
,BST,Best Air,TUNCA,Turkey,
,BEA,Best Aviation Ltd,BEST AIR,Bangladesh,
,BET,BETA - Brazilian Express Transportes Aéreos,BETA CARGO,Brazil,
,BKF,BF-Lento OY,BAKERFLIGHT,Finland,
,POI,BGB Air,BOJBAN,Kazakhstan,
8H,BGH,BH Air,BALKAN HOLIDAYS,Bulgaria,
,BHO,Bhoja Airlines,BHOJA,Pakistan,
,BIG,Big Island Air,BIG ISLE,United States,
GQ,BSY,Big Sky Airlines,BIG SKY,United States,
,BHR,Bighorn Airways,BIGHORN AIR,United States,
,BIL,Billund Air Center,BILAIR,Denmark,
BG,BBC,Biman Bangladesh Airlines,BANGLADESH,Bangladesh,
,BID,Binair,BINAIR,Germany,
NT,IBB,Binter Canarias,BINTER,Spain,
,BIO,Bioflight A/S,BIOFLIGHT,Denmark,
,BIR,Bird Leasing,BIRD AIR,United States,
5Z,BML,Bismillah Airlines,BISMILLAH,Bangladesh,IATA code in use by another company
,BSS,Bissau Aero Transporte,BISSAU AIRSYSTEM,Guinea-Bissau,
,BAU,Bissau Airlines,AIR BISSAU,Guinea-Bissau,
,BDF,Bissau Discovery Flying Club,BISSAU DISCOVERY,Guinea-Bissau,
,BSC,Bistair - Fez,BIG SHOT,Kyrgyzstan,
,VLX,Biz Jet Charter,AVOLAR,United States,
,BZA,Bizair Fluggesellschaft,BERLIN BEAR,Germany,
,BIZ,Bizjet Ltd,BIZZ,United Kingdom,
,CKM,BKS Air (Rivaflecha),COSMOS,Spain,
,BAK,Blackhawk Airways,BLACKHAWK,United States,
,BKK,Blink,BLINKAIR,United Kingdom,
,LED,Blom Geomatics,SWEEPER,Norway,
,BHK,Blu Halkin,BLUEHAKIN,United Kingdom,
0B,BLA,Blue Air,BLUE AIR,Romania,
,BBJ,Blue Air Lines,BLUE KOREA,South Korea,
,BUL,Blue Airlines,BLUE AIRLINES,Democratic Republic of the Congo,
,BLB,Blue Bird Aviation,BLUEBIRD SUDAN,Sudan,
,VOL,Blue Chip Jet,BLUE SPEED,Sweden,
BZ,BDA,Blue Dart Aviation,BLUE DART,India,
,BLH,Blue Horizon Travel Club,BLUE HORIZON,United States,
SI,BCI,Blue Islands,BLUE ISLAND,United Kingdom,
,BLJ,Blue Jet,BLUEWAY,Spain,
,BCJ,Blue Jet Charters,BLUE BOY,Poland,
,BLE,Blue Line,BLUE BERRY,France,
,BNL,Blue Nile Ethiopia Trading,NILE TRADING,Ethiopia,
BV,BPA,Blue Panorama Airlines,BLUE PANOROMA,Italy,
,BLM,Blue Sky Airlines,BLUE ARMENIA,Armenia,
,BSW,Blue Sky Airways,SKY BLUE,Czech Republic,
,BSM,Blue Sky Aviation,,Lebanon,
,BSD,Blue Star Airlines,AIRLINES STAR,Mexico,
,BSJ,Blue Swan Aviation,BLUE SWAN,United Kingdom,ICAO Code and callsign (BSJ/BLUE SWAN) withdrawn
,BWI,Blue Wing Airlines,BLUE TAIL,Suriname,
QW,BWG,Blue Wings,BLUE WINGS,Germany,defunct
KF,BLF,Blue1,BLUEFIN,Finland,
,BBZ,Bluebird Aviation,COBRA,Kenya,
BO,BBD,Bluebird Nordic,BLUE CARGO,Iceland,
,BWD,Bluewest Helicopters-Greenland,BLUEWEST,Denmark,
BD,BMA,BMI,MIDLAND,United Kingdom,Ceased operations
BM,BMR,BMI Regional,MIDLAND,United Kingdom,
WW,BMI,Bmibaby,BABY,United Kingdom,Ceased operations
,BMW,BMW,BMW-FLIGHT,Germany,
,BNG,BN Group Limited,VECTIS,United Kingdom,
,BOE,Boeing,BOEING,United States,
,BIN,Boise Interagency Fire Center,BISON-AIR,United States,
OB,BOV,Boliviana de Aviación,BOLIVIANA,Bolivia,
,BFO,Bombardier,BOMBARDIER,Canada,
,LXJ,Bombardier Business Jet Solutions,FLEXJET,United States,
,BNR,Bonair Aviation,BONAIR,Canada,
,RHD,Bond Air Services,RED HEAD,United Kingdom,
,BOD,Bond Air Services,UGABOND,Uganda,
,EBA,Bond Aviation,BOND AVIATION,Italy,
,BND,Bond Offshore Helicopters,BOND,United Kingdom,
,BOA,Boniair,KUMANOVO,North Macedonia,
,BPT,Bonus Aviation,BONUS,United Kingdom,
,IRJ,Bonyad Airlines,BONYAD AIR,Iran,
AB,BNZ,Bonza,BONZA,Australia,
,BOO,Bookajet Limited,BOOKAJET,United Kingdom,
YB,BRJ,Borajet,BORA JET,Turkey,
,BOF,Bordaire,BORDAIR,Canada,
,RRS,Boscombe Down DERA (Formation),BLACKBOX,United Kingdom,
,ZBA,Boskovic Air Charters Limited,BOSKY,Kenya,
,BHY,Bosphorus European Airways,BOSPHORUS,Turkey,
E9,CXS,Boston-Maine Airways,CLIPPER CONNECTION,United States,Pan Am Clipper Connection Pan Am III
,BTR,Botir-Avia,BOTIR-AVIA,Kyrgyzstan,
BO,BOU,Bouraq Indonesia Airlines,BOURAQ,Indonesia,
4B,BTQ,Boutique Air,BOUTIQUE,United States,
,BMN,Bowman Aviation,BOWMAN,United States,
7R,BRB,BRA-Transportes Aéreos,BRA-TRANSPAEREOS,Brazil,
,BAR,Bradly Air (Charter) Services,BRADLEY,Canada,
BN,BNF,Braniff International Airways,Braniff,United States,defunct
,BRN,Branson Airlines,BRANSON,United States,
,BSI,Brasair Transportes Aéreos,BRASAIR,Brazil,
,BRV,Bravo Air Congo,BRAVO,Democratic Republic of the Congo,defunct
,BBV,Bravo Airlines,BRAVO EUROPE,Spain,
,BAY,Bravo Airways,BRAVOAVIANCA,Ukraine,
,BRS,Brazilian Air Force,BRAZILIAN AIR FORCE,Brazil,
,EXB,Brazilian Army Aviation,BRAZILIAN ARMY,Brazil,
,MBR,Brazilian Navy Aviation,BRAZILIAN NAVY,Brazil,
,BRE,Breeze Ltd,AVIABREEZE,Ukraine,
MX,MXY,Breeze_Airways,MOXY,United States,2018 New Start up Regional Airline. Will start flying May 2021
,BRK,Briansk State Air Enterprise,BRIANSK-AVIA,Russia,
,BME,Briggs Marine Environmental Services,BRIGGS,United Kingdom,
,BHT,Bright Air,BRIGHTAIR,Netherlands,ICAO code and call sign no longer allocated
,BRW,Bright Aviation Services,BRIGHT SERVICES,Bulgaria,
E6,,Bringer Air Cargo Taxi Aéreo,,Brazil,
,CLF,Bristol Flying Centre,CLIFTON,United Kingdom,
UH,BHL,Bristow Helicopters,BRISTOW,United Kingdom,
,BHN,Bristow Helicopters Nigeria,BRISTOW HELICOPTERS,Nigeria,
,BMH,Bristow Masayu Helicopters,MASAYU,Indonesia,
L9,BTZ,Bristow U.S. LLC,BRISTOW,United States,
DB,BZH,Brit Air,BRITAIR,France,
,BAL,Britannia Airways,BRITANNIA,United Kingdom,Defunct
BA,BAW,British Airways,SPEEDBIRD,United Kingdom,
,XMS,British Airways Santa,SANTA,United Kingdom,Christmas charter flights
,SHT,British Airways Shuttle,SHUTTLE,United Kingdom,BA domestic services
,BAN,British Antarctic Survey,PENGUIN,United Kingdom,
,BCL,British Caribbean Airways,,United Kingdom,defunct
,BCR,British Charter,BACKER,United Kingdom,
,BGI,British Gulf International,BRITISH GULF,São Tomé and Príncipe,
,BGK,British Gulf International-Fez,GULF INTER,Kyrgyzstan,
BS,BIH,British International Helicopters,BRINTEL,United Kingdom,
,BMD,British Medical Charter,BRITISH MEDICAL,United Kingdom,
KJ,LAJ,British Mediterranean Airways,BEE MED,United Kingdom,defunct
,BNW,British North West Airlines,BRITISH NORTH,United Kingdom,
,BPX,British Petroleum Exploration,,Colombia,
TH,BRT,British Regional Airlines,BRITISH,United Kingdom,defunct
,SKH,British Sky Broadcasting,SKYNEWS,United Kingdom,
,BWL,British World Airlines,BRITWORLD,United Kingdom,
,BXJ,Brixtel Group,BRIXTEL JET,United States,
,BRD,Brock Air Services,BROCK AIR,Canada,
SN,BEL,Brussels Airlines,BEE-LINE,Belgium,
SN,BXI,Brussels Airlines,XENIA,Belgium,
,BTT,BT-Slavuta,BEETEE-SLAVUTA,Ukraine,
,BPS,Budapest Aircraft Services/Manx2,BASE,Hungary,
U4,BHA,Buddha Air,BUDDHA AIR,Nepal,
,BGR,Budget Air Bangladesh,BUDGET AIR,Bangladesh,
J4,BFL,Buffalo Airways,BUFFALO,Canada,
,BVA,Buffalo Airways,BUFFALO AIR,United States,
,BRX,Buffalo Express Airlines,BUFF EXPRESS,United States,
,BGM,Bugulma Air Enterprise,BUGAVIA,Russia,
,BKV,Bukovyna,BUKOVYNA,Ukraine,
FB,LZB,Bulgaria Air,FLYING BULGARIA,Bulgaria,
,BVC,Bulgarian Aeronautical Centre,BULGARIAN WINGS,Bulgaria,
1T,BUC,Bulgarian Air Charter,BULGARIAN CHARTER,Bulgaria,
,BNA,Bun Air Corporation,BUN AIR,United States,
,BPO,Bundespolizei-Fliegertruppe,PIROL,Germany,
,XDA,Bureau Veritas,,France,
,BFR,Burkina Airlines,BURKLINES,Burkina Faso,
,IVR,Burundaiavia,RERUN,Kazakhstan,
,BRY,Burundayavia,BURAIR,Kazakhstan,
BU,BUN,Buryat Airlines Aircompany,BURAL,Russia,
,BAM,Business Air Services,BUSINESS AIR,Canada,
,RLR,Business Airfreight,RATTLER,United States,
,BCV,Business Aviation Center,BUSINESS AVIATION,Ukraine,
,OTA,Business Aviators,OUTLAW,United States,2014[11]
,GAA,Business Express,BIZEX,United States,
,EXP,Business Express Delivery,EXPRESS AIR,Canada,
,AUJ,Business Flight Salzburg,AUSTROJET,Austria,
,BFS,Business Flight Sweden,BUSINESS FLIGHT,Sweden,
,BJS,Business Jet Solutions,SOLUTION,United States,
,SCJ,Business Jet Sweden,SCANJET,Sweden,
,JMP,Businesswings,JUMP RUN,Germany,
,BZZ,Butane Buzzard Aviation Corporation,BUZZARD,United Kingdom,
,PPS,Butte Aviation,PIPESTONE,United States,
RR,RYS,Buzz (Ryanair),MAGIC SUN,Poland,
,BUZ,Buzz Stansted,BUZZ,United Kingdom,
,UKA,Buzzaway Limited,UKAY,United Kingdom,
,BYG,Bygone Aviation,BYGONE,United States,
,BYL,Bylina Joint-Stock Company,BYLINA,Russia,
,SRJ,C Air Jet Airlines,SYRJET,Syria,
,TIP,C and M Aviation,TRANSPAC,United States,
,ORO,C N Air,CAPRI,Spain,
VE,VLE,C.A.I. Second,VOLA,Italy,
,RMU,"C.S.P., Societe",AIR-MAUR,Mauritania,
,RWG,C&M Airways,RED WING,United States,
,CBR,Cabair College of Air Training,CABAIR,United Kingdom,
,CBI,Cabi,CABI,Ukraine,
,CVE,Cabo Verde Express,KABEX,Cape Verde,
,CWD,Caernarfon Airworld,AMBASSADOR,United Kingdom,
,CXE,Caicos Express Airways,CAICOS,Turks and Caicos Islands,
,CCE,Cairo Air Transport Company,,Egypt,
5C,ICL,CAL Cargo Air Lines,CAL,Israel,
,CGC,Cal Gulf Aviation,CAL-GULF,São Tomé and Príncipe,
,REZ,Cal-West Aviation,CAL AIR,United States,
,CJZ,Caliber Jet,CALIBER JET,United States,
,CSL,California Air Shuttle,CALIFORNIA SHUTTLE,United States,
,,California Department of Forestry and Fire Protection,CALFIRE,United States,
4A,DYN,California Pacific Airlines,AERODYNAMICS,United States,defunct
3C,CMV,Calima Aviación,CALIMA,Spain,
MO,CAV,Calm Air,CALM AIR,Canada,
,CMR,CAM Air Management,CAMEO,United Kingdom,
R9,CAM,Camai Air,AIR CAMAI,United States,Village Aviation
QC,CRC,Camair-Co,CAMAIRCO,Cameroon,
,CCL,Cambodia Airlines,ANGKOR WAT,Cambodia,
KR,KME,Cambodia Airways,GIANT IBIS,Cambodia,
K6,KHV,Cambodia Angkor Air,ANGKOR AIR,Cambodia,
,BYC,Cambodia Bayon Airlines,Bayon Air,Cambodia,
CS,Unknown,Cambrian Airways,Cambrian,United Kingdom,
,,Cambridge Recurrent Training,CAMBRIDGE,United Kingdom,
UY,UYC,Cameroon Airlines,CAM-AIR,Cameroon,defunct
,HSO,Campania Helicopteros De Transporte,HELIASTURIAS,Spain,
,PIL,Canada Jet Charters,PINNACLE,Canada,
CP,CDN,Canadian Airlines,CANADIAN,Canada,defunct
,CTG,Canadian Coast Guard,CANADIAN COAST GUARD,Canada,
,HIA,Canadian Eagle Aviation,HAIDA,Canada,
,CFC,Canadian Forces,CANFORCE,Canada,
,BZD,Canadian Global Air Ambulance,BLIZZARD,Canada,ICAO Code and callsign no longer allocated
,CDN,Canadian Helicopters,CANADIAN,Canada,
,TKR,Canadian Interagency Forest Fire Centre,TANKER,Canada,ICAO Code and callsign no longer allocated
,XNC,Canadian National Telecommunications,,Canada,ICAO Code and callsign no longer allocated
7F,AKT,Canadian North,ARCTIC,Canada,Air Norterra
CP,CPC,Canadian Pacific Airlines,EMPRESS,Canada,ICAO Code and callsign no longer allocated
,CDR,Canadian Regional Airlines,CANADIAN REGIONAL,Canada,ICAO Code and callsign no longer allocated
,CWH,Canadian Warplane Heritage Museum,WARPLANE HERITAGE,Canada,
W2,CWA,Canadian Western Airlines,CANADIAN WESTERN,Canada,
,CWW,Canair,CANAIR,China,
,CUI,Cancun Air,CAN-AIR,Mexico,
C6,CJA,CanJet,CANJET,Canada,
9K,KAP,Cape Air,CAIR,United States,
,CTO,Cape Air Transport,,Australia,
,SEM,Cape Central Airways,SEMO,United States,
,CMY,Cape Smythe Air,CAPE SMYTHE AIR,United States,
,CPX,Capital Air Service,CAPAIR,United States,
,CPD,Capital Airlines,CAPITAL DELTA,Kenya,
,NCP,Capital Airlines Limited,CAPITAL SHUTTLE,Nigeria,
PT,CCI,Capital Cargo International Airlines,CAPPY,United States,Allocation deleted 2013
,CCQ,Capital City Air Carriers,CAP CITY,United States,
,EGL,Capital Trading Aviation,PRESTIGE,United Kingdom,
,CEX,Capitol Air Express,CAPITOL EXPRESS,United States,
,CWZ,Capitol Wings Airline,CAPWINGS,United States,
,VAN,Caravan Air,CAMEL,Mauritania,
,CWN,Cardiff Wales Flying Club,CAMBRIAN,United Kingdom,
,FVA,Cardinal/Air Virginia,AIR VIRGINIA,United States,
,GOL,Cardolaar,CARGOLAAR,Namibia,
,CDI,Cards Air Services,CARDS,Philippines,
,CFH,CareFlight,CARE FLIGHT,Australia,
,,Careflight Queensland,SAMARITAN,Australia,
,CDM,Carga Aérea Dominicana,CARGA AEREA,Dominican Republic,
,EST,Carga Express Internacional,CARGAINTER,Mexico,
GG,GGC,Cargo 360,LONG-HAUL,United States,
,MCX,Cargo Express,MAURICARGO,Mauritania,
,CRV,Cargo Ivoire,CARGOIV,Ivory Coast,
,CLM,Cargo Link (Caribbean),CARGO LINK,Barbados,
P3,CLU,Cargo Logic Air,FIREBIRD,United Kingdom,
8L,CGP,Cargo Plus Aviation,,United Arab Emirates,
,CTW,Cargo Three,THIRD CARGO,Panama,
2G,CRG,Cargoitalia,WHITE PELICAN,Italy,
W8,CJT,Cargojet Airways,CARGOJET,Canada,
CV,CLX,Cargolux,CARGOLUX,Luxembourg,
C8,ICV,Cargolux Italia,CARGO MED,Italy,
,CGM,Cargoman,HOTEL CHARLIE,Oman,
,DEL,Carib Aviation,RED TAIL,Antigua and Barbuda,
,BCB,Carib Express,WAVEBIRD,Barbados,
,PWD,CARIBAIR,CARIBAIR,Dominican Republic,
,DCC,Caribbean Air Cargo,CARICARGO,Barbados,
,CLT,Caribbean Air Transport,CARIBBEAN,Netherlands,ICAO Code and callsign no longer allocated
BW,BWA,Caribbean Airlines,CARIBBEAN,Trinidad and Tobago,
,IQQ,Caribbean Airways,CARIBJET,Barbados,
,TLC,Caribbean Express,CARIB-X,United States,
8B,GFI,Caribbean Star Airlines,CARIB STAR,Antigua and Barbuda,
,CRT,Caribintair,CARIBINTAIR,Haiti,
,CRB,Caricom Airways,CARIBBEAN COMMUTER,Suriname,
,CCB,Caricom Airways,DOLPHIN,Barbados,
,CVG,Carill Aviation,CARILL,United Kingdom,
V3,KRP,Carpatair,CARPATAIR,Romania,
,SMW,Carpatair Flight Service,SMART WINGS,Romania,Was Carpatair Flight Training
,CRR,Carranza,CARRANZA,Chile,defunct
,ULS,Carroll Air Service,ULSTER,United States,
,CRN,Carson Air Ltd,CARSON,CANADA,Air ambulance operator
,CMT,Casement Aviation,CASEMENT,United States,
,CSO,Casino Airline,CASAIR,United States,
,CSP,Casper Air Service,CASPER AIR,United States,
RV,CPN,Caspian Airlines,CASPIAN,Iran,
,,Castle Air Charter,CASTLEFILM,United Kingdom,
,CSJ,Castle Aviation,CASTLE,United States,
,CAZ,Cat Aviation,EUROCAT,Switzerland,
,CTZ,CATA Línea Aérea,CATA,Argentina,
,CBT,Catalina Flying Boats,CATALINA AIR,United States,
,TEX,Catex,CATEX,France,
KA,HDA,Cathay Dragon,DRAGON,Hong Kong,defunct
CX,CPA,Cathay Pacific,CATHAY,Hong Kong,
,CJR,Caverton Helicopters,CAVERTON AIR,Nigeria,
,CVK,CAVOK Airlines,CARGO LINE,Ukraine,
KX,CAY,Cayman Airways,CAYMAN,Cayman Islands,
